target,precursor_ids,doi,year,type
Ge20Sb10Se70,"407,108,733",10.1016/j.materresbull.2015.04.048,2015,train
Zn0.3636Te0.3636O1,"21,457",10.1016/j.jnoncrysol.2020.120169,2020,train
Ga0.003Ge0.198Si0.789P0.01,"768,407,13,650",10.1016/j.jnucmat.2019.151856,2020,train
Ba2HoRu0.5Sb0.5O6,"65,566,773,647",10.1016/j.jpcs.2019.109265,2020,train
LiCoO,"417,200",10.1016/j.jpowsour.2020.228372,2020,train
Ce0.5Y1.5Si3N4O3,"205,532,43",10.1016/j.jssc.2020.121198,2020,train
MgZrNb1.92O7.8,"40,186,286",10.1016/j.matchemphys.2019.122412,2020,train
YbSiO4,"490,588",10.1016/j.matchemphys.2019.122596,2020,train
NaVO2,"652,268",10.1016/j.materresbull.2019.110586,2020,train
BaY1.88Si3O10,"65,490,43",10.1016/j.materresbull.2019.110660,2020,train
BaY1.76Si3O10,"65,490,43",10.1016/j.materresbull.2019.110660,2020,train
Li0.5Si0.375S1,"387,524",10.1016/j.ssi.2019.115141,2020,train
Li6.5La2.2Zr1.5Ta0.5O12,"76,200,116,286",10.1016/j.ssi.2019.115170,2020,train
Li6.5La2.4Zr1.5Ta0.5O12,"76,200,116,286",10.1016/j.ssi.2019.115170,2020,train
Li6.5La2.5Zr1.5Ta0.5O12,"76,200,116,286",10.1016/j.ssi.2019.115170,2020,train
Li6.5La2.6Zr1.5Ta0.5O12,"76,200,116,286",10.1016/j.ssi.2019.115170,2020,train
Li6.5La2.8Zr1.5Ta0.5O12,"76,200,116,286",10.1016/j.ssi.2019.115170,2020,train
LiY0.78Mo2O8,"200,30,43",10.1111/jace.16766,2020,train
Sn0.01As1.99Te3,"167,541,502",10.1002/aelm.201400008,2015,train
Sn0.015As1.985Te3,"167,541,502",10.1002/aelm.201400008,2015,train
Sn0.025As1.975Te3,"167,541,502",10.1002/aelm.201400008,2015,train
Sn0.035As1.965Te3,"167,541,502",10.1002/aelm.201400008,2015,train
Sn0.05As1.95Te3,"167,541,502",10.1002/aelm.201400008,2015,train
Sn0.075As1.925Te3,"167,541,502",10.1002/aelm.201400008,2015,train
Ca0.3Gd0.7CrO3,"173,663,277",10.1016/j.ceramint.2015.07.195,2015,train
Sr0.35Ca1.5Ce0.15SiO4,"425,205,490,795",10.1021/acs.inorgchem.5b01197,2015,train
Ba1.8Sr0.2YIrO6,"65,559,795,43",10.1021/acs.inorgchem.5b01905,2015,train
Ba1.6Sr0.4YIrO6,"65,559,795,43",10.1021/acs.inorgchem.5b01905,2015,train
Ba0.2Sr1.8YIrO6,"65,559,795,43",10.1021/acs.inorgchem.5b01905,2015,train
Sr2YIrO6,"559,795,43",10.1021/acs.inorgchem.5b01905,2015,train
Co4Sn0.3Sb11.1Te0.6,"493,108,541,502",10.1039/c4ta05477f,2015,train
Na0.01Sn0.99Se,"80,733,541",10.1039/c5cp05510e,2015,train
Na0.01Sn0.99Te0.28Se0.72,"80,733,541,502",10.1039/c5cp05510e,2015,train
BaCe0.7Y0.2Zr0.05Zn0.05O3,"17,205,43,457,286",10.1016/j.ijhydene.2016.02.135,2016,train
Sr0.995Eu0.005B2O4,"512,60,795",10.1016/j.jlumin.2015.02.051,2016,train
Ba1.75Sr0.25YIrO6,"65,559,795,43",10.1016/j.ssc.2016.03.017,2016,train
Cs0.24Ba1.33Ti5.1Ga2.9O16,"519,266,351,709",10.1038/srep27412,2016,train
Cs0.667Ba1.33Ti4.673Ga3.327O16,"519,266,351,709",10.1038/srep27412,2016,train
Cs1.33Ba1.33Ti4.01Ga3.99O16,"519,266,351,709",10.1038/srep27412,2016,train
Ba1.04Ti5.92Ga2.08O16,"519,351,709",10.1038/srep27412,2016,train
Cs0.24Ba1.04Ti5.68Ga2.32O16,"519,266,351,709",10.1038/srep27412,2016,train
Cs0.667Ba1.04Ti5.253Ga2.747O16,"519,266,351,709",10.1038/srep27412,2016,train
Cs1.33Ba1.04Ti4.59Ga3.41O16,"519,266,351,709",10.1038/srep27412,2016,train
Ba0.667Ti6.666Ga1.334O16,"519,351,709",10.1038/srep27412,2016,train
Cs0.24Ba0.667Ti6.426Ga1.574O16,"519,266,351,709",10.1038/srep27412,2016,train
Cs0.667Ba0.667Ti5.999Ga2.001O16,"519,266,351,709",10.1038/srep27412,2016,train
Cs1.33Ba0.667Ti5.336Ga2.664O16,"519,266,351,709",10.1038/srep27412,2016,train
Na1P0.3333Se0.8333S0.5,"374,694",10.1039/c6ta05896e,2016,train
CrFeCoNiCu,"493,283,550,26,756",10.1016/j.surfin.2017.06.012,2017,train
As2Te2.9Se0.1,"167,733,502",10.1021/acs.inorgchem.6b02930,2017,train
As2Te2.8Se0.2,"167,733,502",10.1021/acs.inorgchem.6b02930,2017,train
As2Te2.6Se0.4,"167,733,502",10.1021/acs.inorgchem.6b02930,2017,train
As2Te2.3Se0.7,"167,733,502",10.1021/acs.inorgchem.6b02930,2017,train
As2Te2Se,"167,733,502",10.1021/acs.inorgchem.6b02930,2017,train
As2Te1.5Se1.5,"167,733,502",10.1021/acs.inorgchem.6b02930,2017,train
Na5PS5,"374,215",10.1021/acsnano.7b01445,2017,train
Cu1.98Se,"550,345,733",10.1038/srep40436,2017,train
Cu1.98Se0.98S0.02,"550,345,733",10.1038/srep40436,2017,train
Cu1.98Se0.92S0.08,"550,345,733",10.1038/srep40436,2017,train
Cu1.98Se0.84S0.16,"550,345,733",10.1038/srep40436,2017,train
Cu1.98Se0.8S0.2,"550,345,733",10.1038/srep40436,2017,train
Cu1.98Se0.7S0.3,"550,345,733",10.1038/srep40436,2017,train
Cu1.98Se0.6S0.4,"550,345,733",10.1038/srep40436,2017,train
Cu1.98Se0.5S0.5,"550,345,733",10.1038/srep40436,2017,train
Cu1.98Se0.4S0.6,"550,345,733",10.1038/srep40436,2017,train
Cu1.98Se0.3S0.7,"550,345,733",10.1038/srep40436,2017,train
Cu1.98Se0.2S0.8,"550,345,733",10.1038/srep40436,2017,train
Cu1.98Se0.1S0.9,"550,345,733",10.1038/srep40436,2017,train
Na10SnP2S12,"374,13,345,541",10.1016/j.nanoen.2018.01.046,2018,train
Na10.8Sn1.9PS11.8,"374,13,345,541",10.1016/j.nanoen.2018.01.046,2018,train
Ge20Se80,"407,733",10.1016/j.materresbull.2015.04.048,2015,train
Ge20Sb5Se75,"407,108,733",10.1016/j.materresbull.2015.04.048,2015,train
CaCe3Sc2O4,"425,205,156",10.1021/acs.inorgchem.5b00280,2015,train
BaCe0.7Y0.05Zr0.2Zn0.05O3,"17,205,43,457,286",10.1016/j.ijhydene.2016.02.135,2016,train
BaCe0.7Y0.1Zr0.15Zn0.05O3,"17,205,43,457,286",10.1016/j.ijhydene.2016.02.135,2016,train
CrFeCoNiCu1.71,"493,283,550,26,756",10.1016/j.msea.2020.139241,2020,train
Ce0.2Co4Sb12,"323,493,108",10.1002/adfm.201502782,2015,val
Ce0.25Co4Sb12,"323,493,108",10.1002/adfm.201502782,2015,val
MgAg0.97Sb0.99,"534,792,108",10.1002/adfm.201503022,2015,val
Ba0.11Ti0.11Fe0.2233Bi0.2345O1,"65,641,564,709",10.1002/adma.201502424,2015,val
Ba0.0827Ti0.0827Ga0.0075Fe0.2431Bi0.1763O1,"65,641,564,351,709",10.1002/adma.201502424,2015,val
Na0.778Mn0.667Fe0.111Cu0.222O2,"150,564,235,652",10.1002/advs.201500031,2015,val
Ba8Al8Si38,"259,578,650",10.1002/advs.201500057,2015,val
GeSb2Te4,"407,108,502",10.1007/s10853-018-2614-8,2018,val
Cd0.2Ge0.8Sb2Te4,"770,407,108,502",10.1002/aelm.201500266,2015,val
Na0.61Ti0.42Mn0.21Fe0.34Cu0.03O2,"150,564,235,652,709",10.1002/aenm.201501156,2015,val
Na0.61Ti0.45Mn0.15Fe0.34Cu0.06O2,"150,564,235,652,709",10.1002/aenm.201501156,2015,val
Na0.44Ti0.39Mn0.61O2,"235,652,709",10.1002/aenm.201501156,2015,val
Na3PSe4,"80,13,733",10.1002/aenm.201501294,2015,val
Na2Fe2S3O12,"353,261",10.1021/acs.chemmater.5b03926,2016,val
NaMn0.5Co0.5O2,"488,235,652",10.1002/cphc.201500599,2015,val
NaAlH4,"259,411",10.1002/cssc.201501266,2015,val
BaV2O6,"65,268",10.1002/ejic.201402844,2015,val
Mg17Al12,"259,792",10.1002/jbm.a.35374,2015,val
Fe2.32Ni0.68O4,"564,661",10.1002/pssb.201451216,2015,val
Ge3Sb2Te5Se,"407,108,733,502",10.1002/zaac.201500014,2015,val
Sr5V3O12F,"795,746,268",10.1002/zaac.201500079,2015,val
MgPd0.15Zn1.85,"792,567,342",10.1002/zaac.201500197,2015,val
MgPdZn,"792,567,342",10.1002/zaac.201500197,2015,val
YFe0.03Co1.97,"493,26,367",10.1007/s00339-014-8829-x,2015,val
YFeCo,"493,26,367",10.1007/s00339-014-8829-x,2015,val
Sb2.5Te15Se82.5,"108,733,502",10.1007/s00339-014-8853-x,2015,val
Sb5Te15Se80,"108,733,502",10.1007/s00339-014-8853-x,2015,val
Sb7.5Te15Se77.5,"108,733,502",10.1007/s00339-014-8853-x,2015,val
Ge18Se82,"407,733",10.1007/s00339-015-9180-6,2015,val
In6Ge18Se76,"407,390,733",10.1007/s00339-015-9180-6,2015,val
Ba3.75Nd9.5Ti17Al1.333O54,"282,65,363,709",10.1007/s00339-015-9431-6,2015,val
Na0.1793La0.0635Dy0.007Al0.2353Si0.1891C0.0896O1F0.2115,"282,8,554,652,490",10.1007/s00339-015-9483-7,2015,val
LiMn0.5Ni1.5O4,"200,157,661",10.1007/s10008-015-2772-4,2015,val
AlSi2NO,"282,532,490",10.1007/s10853-014-8588-2,2015,val
ErAlSiNO,"282,220,532,490",10.1007/s10853-014-8588-2,2015,val
YAlSiNO,"282,532,490,43",10.1007/s10853-014-8588-2,2015,val
BaNd1.76Ti5Bi0.24O14,"65,641,363,709",10.1007/s10853-014-8670-9,2015,val
Hf20TiPdNi,"233,756,567,480",10.1007/s10853-014-8757-3,2015,val
Hf15Ti34.7Pd5Ni45.3,"233,756,567,480",10.1007/s10853-014-8757-3,2015,val
Hf10TiPdNi,"233,756,567,480",10.1007/s10853-014-8757-3,2015,val
Hf15TiPdNi,"233,756,567,480",10.1007/s10853-014-8757-3,2015,val
Hf20Ti29.7Pd5Ni45.3,"233,756,567,480",10.1007/s10853-014-8757-3,2015,val
CaAl2,"259,591",10.1007/s10853-015-9130-x,2015,val
Ca0.61La0.39Ti0.61Al0.39O3,"282,425,339,709",10.1007/s10854-014-2399-8,2015,val
Li0.4Sr0.2Ca0.8Sm0.4Ti1.8O5.4,"425,200,130,795,709",10.1007/s10854-014-2408-y,2015,val
MgSnO3,"310,753",10.1007/s10854-014-2412-2,2015,val
Li2B2SiO6,"63,200,490",10.1007/s10854-014-2412-2,2015,val
Ca2Ti5Bi4O18,"641,425,709",10.1007/s10854-014-2482-1,2015,val
Sr0.2Ca1.8Ti5Bi4O18,"641,425,795,709",10.1007/s10854-014-2482-1,2015,val
Sr0.4Ca1.6Ti5Bi4O18,"641,425,795,709",10.1007/s10854-014-2482-1,2015,val
Sr0.6Ca1.4Ti5Bi4O18,"641,425,795,709",10.1007/s10854-014-2482-1,2015,val
BaTiFeBi1.15O6,"65,641,564,709",10.1007/s10854-014-2492-z,2015,val
TiNb2Ni0.35Zn0.65O8,"186,661,709,457",10.1007/s10854-014-2495-9,2015,val
BaY2Mo4O16,"65,30,43",10.1007/s10854-014-2583-x,2015,val
LiMgVO4,"200,40,268",10.1007/s10854-014-2612-9,2015,val
Ba5LaNb9ZnO30,"65,339,186,457",10.1007/s10854-014-2629-0,2015,val
NaCaAlPO4F3,"774,425,46",10.1007/s10854-014-2642-3,2015,val
Mg0.5Ti1.5Nb0.5Bi1.5O7,"641,40,186,709",10.1007/s10854-014-2646-z,2015,val
Ba0.275Sr0.275Mg0.45Ti0.55O2.1,"65,40,795,709",10.1007/s10854-014-2654-z,2015,val
Ba0.144Sr0.1179Mg0.2143Ti0.2619O1,"65,40,795,709",10.1007/s10854-014-2654-z,2015,val
Ba0.33Sr0.22Mg0.45Ti0.55O2.1,"65,40,795,709",10.1007/s10854-014-2654-z,2015,val
Ba0.1702Sr0.0917Mg0.2143Ti0.2619O1,"65,40,795,709",10.1007/s10854-014-2654-z,2015,val
NaCa4Ta5O17,"425,652,116",10.1007/s10854-014-2662-z,2015,val
NaCa4Nb5O17,"425,652,186",10.1007/s10854-014-2662-z,2015,val
SrLa4Ti4O15,"339,795,709",10.1007/s10854-015-2748-2,2015,val
Ba0.1Sr0.9La4Ti4O15,"65,339,795,709",10.1007/s10854-015-2748-2,2015,val
Ba0.2Sr0.8La4Ti4O15,"65,339,795,709",10.1007/s10854-015-2748-2,2015,val
Ba0.2Sr0.8La4Ti4.03O15,"65,339,795,709",10.1007/s10854-015-2748-2,2015,val
Ba0.2Sr0.8La4Ti4.07O15,"65,339,795,709",10.1007/s10854-015-2748-2,2015,val
Ba0.2Sr0.8La4Ti4.1O15,"65,339,795,709",10.1007/s10854-015-2748-2,2015,val
Ba0.2Sr0.8La4Ti4.2O15,"65,339,795,709",10.1007/s10854-015-2748-2,2015,val
Li2.005Ti0.676Nb0.243O3,"200,186,709",10.1007/s10854-015-2835-4,2015,val
Sr0.245Ca0.125Cu0.25Bi0.2625O1,"641,425,150,795",10.1007/s10854-015-2872-z,2015,val
Ba2NbBiO6,"65,641,186",10.1007/s10854-015-2905-7,2015,val
Sc0.1217Ti0.2117Bi0.1217Pb0.2117O1,"641,646,156,709",10.1007/s10854-015-3075-3,2015,val
Gd1.9TaGaO7,"351,277,116",10.1007/s10854-015-3131-z,2015,val
Gd1.85TaGaO7,"351,277,116",10.1007/s10854-015-3131-z,2015,val
Gd1.8TaGaO7,"351,277,116",10.1007/s10854-015-3131-z,2015,val
Gd1.75TaGaO7,"351,277,116",10.1007/s10854-015-3131-z,2015,val
Gd1.7TaGaO7,"351,277,116",10.1007/s10854-015-3131-z,2015,val
Gd1.65TaGaO7,"351,277,116",10.1007/s10854-015-3131-z,2015,val
Gd1.6TaGaO7,"351,277,116",10.1007/s10854-015-3131-z,2015,val
Ti4TaBi7O21,"641,116,709",10.1007/s10854-015-3244-4,2015,val
Ti4TaBi6.95O21,"641,116,709",10.1007/s10854-015-3244-4,2015,val
Ti4TaBi6.9O21,"641,116,709",10.1007/s10854-015-3244-4,2015,val
Ti4TaBi6.85O21,"641,116,709",10.1007/s10854-015-3244-4,2015,val
Ti4TaBi6.75O21,"641,116,709",10.1007/s10854-015-3244-4,2015,val
Ba0.5Sm0.5Ti0.5Fe0.5O3,"65,564,130,709",10.1007/s10854-015-3255-1,2015,val
TiNb0.5Ga0.5O4,"351,186,709",10.1007/s10854-015-3295-6,2015,val
TiTa0.5Ga0.5O4,"351,116,709",10.1007/s10854-015-3295-6,2015,val
Zn4InAl3,"259,390,342",10.1007/s10854-015-3390-8,2015,val
Sn2Sb6S11,"345,108,541",10.1007/s10854-015-3422-4,2015,val
Sr0.0585Tb0.0046Ti0.0053Zn0.1646P0.3033O1,"193,795,145,709,457",10.1007/s10854-015-3474-5,2015,val
Sr0.0589Tm0.0015Ti0.0054Zn0.1655P0.305O1,"193,795,709,176,457",10.1007/s10854-015-3474-5,2015,val
Sr0.0587Sm0.0038Ti0.0053Zn0.165P0.304O1,"193,130,795,709,457",10.1007/s10854-015-3474-5,2015,val
Li0.5La0.5V0.5Fe0.5O3,"564,339,200,268",10.1007/s10854-015-3481-6,2015,val
Li22Ti12Nb6O50,"200,186,709",10.1007/s10854-015-3507-0,2015,val
TiCoZnO4,"488,709,457",10.1007/s10854-015-3541-y,2015,val
BaTiZnO5.5,"65,709,457",10.1007/s10854-015-3562-6,2015,val
ZrNb2Co0.1Zn0.9O8,"488,186,457,286",10.1007/s10854-015-3578-y,2015,val
ZrNb2Co0.2Zn0.8O8,"488,186,457,286",10.1007/s10854-015-3578-y,2015,val
ZrNb2Co0.3Zn0.7O8,"488,186,457,286",10.1007/s10854-015-3578-y,2015,val
ZrNb2Co0.4Zn0.6O8,"488,186,457,286",10.1007/s10854-015-3578-y,2015,val
Ca0.66La0.387Ti0.88O3,"425,339,709",10.1007/s10854-015-3596-9,2015,val
BaCaV2O7,"65,425,613",10.1007/s10854-015-3601-3,2015,val
LiCr3O5,"663,245",10.1007/s10854-015-3608-9,2015,val
LiCr2BO5,"512,663,245",10.1007/s10854-015-3608-9,2015,val
Ca2VBiO6,"641,425,613",10.1007/s10854-015-3617-8,2015,val
Ba0.95Ca0.05Zr0.1Ti0.9MnO5,"65,425,489,709,286",10.1007/s10854-015-3684-x,2015,val
Li0.4Fe2.4Zn0.2O4,"564,200,457",10.1007/s10973-015-4849-9,2015,val
Li0.6Ti0.2Fe2.2O4,"564,200,709",10.1007/s10973-015-4849-9,2015,val
Zr62Ti5Ni10Cu16Al7,"259,550,756,480,393",10.1007/s11661-014-2487-7,2015,val
BaNdZrO3,"65,363,286",10.1007/s11661-014-2725-z,2015,val
Zr64.5Cu35.5,"550,393",10.1007/s11661-015-2758-y,2015,val
GdSmCe2O7,"205,277,130",10.1007/s11665-015-1621-z,2015,val
Sr2.1Ca0.9Cu2Bi2O8,"641,425,150,795",10.1007/s11837-015-1509-2,2015,val
MgNi2,"792,756",10.1016/j.actamat.2014.09.012,2015,val
Ba0.115Sr0.115Yb0.115Co4Sb12.3,"578,493,108,119,364",10.1016/j.actamat.2015.05.024,2015,val
Ba1.68Sr1.32Fe21.6Co2O37.4,"65,417,564,795",10.1016/j.actamat.2015.07.038,2015,val
Ba1.56Sr1.44Fe21.6Co2O37.4,"65,417,564,795",10.1016/j.actamat.2015.07.038,2015,val
Ba1.5Sr1.5Fe21.6Co2O37.4,"65,417,564,795",10.1016/j.actamat.2015.07.038,2015,val
Ba1.44Sr1.56Fe21.6Co2O37.4,"65,417,564,795",10.1016/j.actamat.2015.07.038,2015,val
Ba1.38Sr1.62Fe21.6Co2O37.4,"65,417,564,795",10.1016/j.actamat.2015.07.038,2015,val
Ba1.26Sr1.74Fe21.6Co2O37.4,"65,417,564,795",10.1016/j.actamat.2015.07.038,2015,val
Y2Te7W2O23,"21,177,43",10.1016/j.apsusc.2014.08.166,2015,val
Cu2BiO5Cl,"403,744",10.1016/j.apsusc.2015.09.121,2015,val
Sr0.84MoO4,"30,795",10.1016/j.apt.2014.12.001,2015,val
Sr0.9MoO4,"30,795",10.1016/j.apt.2014.12.001,2015,val
Na3Nb4As3O19,"330,652,186",10.1016/j.arabjc.2015.09.001,2015,val
Ti3FeCu3BiO12,"641,150,564,709",10.1016/j.ceramint.2014.11.037,2015,val
LiPO4F,"670,452",10.1016/j.ceramint.2014.11.097,2015,val
Na0.01Li0.99PO4F,"670,606,452",10.1016/j.ceramint.2014.11.097,2015,val
Na0.02Li0.98PO4F,"670,606,452",10.1016/j.ceramint.2014.11.097,2015,val
Y0.2Mn0.27Fe0.16Ni0.27Al0.1O,"282,564,489,661,43",10.1016/j.ceramint.2015.01.075,2015,val
CaZr0.8Fe0.4O3.2,"425,564,286",10.1016/j.ceramint.2015.03.085,2015,val
Mg0.384Zn1.536GeO3.918,"244,40,457",10.1016/j.ceramint.2015.03.149,2015,val
Mg1.152Zn0.768GeO3.918,"244,40,457",10.1016/j.ceramint.2015.03.149,2015,val
Mg0.8Zn1.2GeO4,"244,40,457",10.1016/j.ceramint.2015.03.149,2015,val
Ca0.092Th0.092Ce0.089La0.727PO4,"425,205,339,452,118",10.1016/j.ceramint.2015.04.095,2015,val
CePO4,"205,452",10.1016/j.ceramint.2015.04.095,2015,val
Na0.5Mg0.5Ti1.5Bi1.5O6,"641,40,652,709",10.1016/j.ceramint.2015.04.150,2015,val
Li0.2397Dy0.0083B0.5785O1,"512,590,200",10.1016/j.ceramint.2015.05.039,2015,val
La5.5WO11.25,"339,177",10.1016/j.ceramint.2015.05.091,2015,val
Sr4CaLaTi3Nb7O30,"425,339,186,795,709",10.1016/j.ceramint.2015.06.084,2015,val
Sr0.1Mg0.2La0.9Ga0.8O2,"351,339,40,795",10.1016/j.ceramint.2015.07.061,2015,val
Ti20Mo,"81,480",10.1016/j.corsci.2015.05.025,2015,val
LiBaBO3,"63,65,200",10.1039/c5tc01577d,2015,val
LiBa0.995BO3,"63,65,200",10.1016/j.cplett.2015.04.004,2015,val
LiBa0.99BO3,"63,65,200",10.1016/j.cplett.2015.04.004,2015,val
LiBa0.97BO3,"63,65,200",10.1016/j.cplett.2015.04.004,2015,val
SrCaMgSi2O7,"425,40,490,795",10.1007/s10854-015-3961-8,2016,val
Ca0.9Co1.1Si2O6,"425,417,490",10.1016/j.dyepig.2015.04.001,2015,val
Li1.25Nb0.25Mn0.5O2,"200,235,186",10.1016/j.elecom.2015.08.003,2015,val
MgIn,"390,792",10.1016/j.elecom.2015.08.007,2015,val
Li1.19Mn0.32Co0.49O2,"702,200,99",10.1016/j.electacta.2014.12.037,2015,val
Na4Ti3(NiO5)2,"652,661,709",10.1039/c4ee03361b,2015,val
MgS,"792,345",10.1016/j.electacta.2015.04.086,2015,val
MgNd2Ni9,"792,635,756",10.1016/j.electacta.2015.05.049,2015,val
Mg0.45Pr2.55Ni9,"792,756,84",10.1016/j.electacta.2015.05.049,2015,val
Mg0.6Pr2.4Ni9,"792,756,84",10.1016/j.electacta.2015.05.049,2015,val
MgPr2Ni9,"792,756,84",10.1016/j.electacta.2015.05.049,2015,val
Mg1.2Pr1.8Ni9,"792,756,84",10.1016/j.electacta.2015.05.049,2015,val
Cs2SnI6,"253,159",10.1016/j.electacta.2015.10.030,2015,val
Ca2.8Lu1.5Co4Ag0.05O9,"450,425,417,595",10.1016/j.enconman.2015.03.112,2015,val
Zr67Ni33,"756,393",10.1016/j.energy.2015.07.135,2015,val
Mg45Pd5Ni50,"792,756,567",10.1016/j.ijhydene.2014.12.119,2015,val
Mg50Zr45Ni5,"792,756,393",10.1016/j.ijhydene.2014.12.119,2015,val
Mg45Zr5Pd5Ni45,"792,756,567,393",10.1016/j.ijhydene.2014.12.119,2015,val
Li13H18N5,"666,788",10.1016/j.ijhydene.2015.08.030,2015,val
Mg2Pd0.1H4,"214,567",10.1016/j.ijhydene.2015.09.029,2015,val
Mg2TiPd0.1H6,"214,567,34",10.1016/j.ijhydene.2015.09.029,2015,val
Mg2TiH6,"214,34",10.1016/j.ijhydene.2015.09.029,2015,val
BaNiCO4,"65,661",10.1016/j.ijhydene.2015.09.092,2015,val
Zr38Ti45CoNi,"493,756,480,393",10.1016/j.ijhydene.2015.09.136,2015,val
Zr38Ti45Co4Ni13,"493,756,480,393",10.1016/j.ijhydene.2015.09.136,2015,val
Zr38Ti45Co8Ni9,"493,756,480,393",10.1016/j.ijhydene.2015.09.136,2015,val
W0.6Al0.4C0.8,"259,19,605",10.1016/j.ijrmhm.2014.10.004,2015,val
Fe2Al5,"259,26",10.1016/j.ijrmhm.2015.04.006,2015,val
Nb2Co4O9,"417,186",10.1038/srep03860,2015,val
Na0.5Ba0.6Zr0.6TiBi0.5O4.8,"65,641,652,709,286",10.1016/j.jeurceramsoc.2014.10.004,2015,val
Na0.333Ca0.333Ti4Cu3Bi0.333O12,"641,425,150,652,709",10.1016/j.jeurceramsoc.2014.11.028,2015,val
Gd2Ce2O7,"205,277",10.1016/j.jeurceramsoc.2014.12.017,2015,val
Na0.1289Lu0.0309Si0.3608B0.0876C0.049O1F0.1237,"63,295,652,606,490",10.1016/j.jeurceramsoc.2015.01.021,2015,val
SrAl12O18,"259,119",10.1016/j.jeurceramsoc.2015.04.027,2015,val
BaTa2V2O11,"65,116,613",10.1016/j.jeurceramsoc.2015.04.042,2015,val
Sr2.7Eu0.3MoO6,"60,30,795",10.1016/j.jlumin.2014.10.038,2015,val
Sr3MoO6,"30,795",10.1016/j.jlumin.2014.10.038,2015,val
Li0.025Nb0.05Zn0.025Te0.425O1F0.025,"670,186,21,457",10.1016/j.jlumin.2014.12.069,2015,val
Ba0.2143Ti0.0714Al0.0714Si0.0714H0.4286Pb0.2857O1F0.2143,"774,674,646,490,709",10.1016/j.jlumin.2015.05.002,2015,val
Na3Eu0.4La7.6V3O21,"60,339,652,613",10.1016/j.jlumin.2015.05.049,2015,val
Na3Eu2La6V3O21,"60,339,652,613",10.1016/j.jlumin.2015.05.049,2015,val
SrMgLaTaO6,"339,479,795,116",10.1007/s10854-018-9164-3,2018,val
SrMgEu0.01La0.99TaO6,"60,339,479,795,116",10.1016/j.jlumin.2015.06.054,2015,val
SrMgEu0.05La0.95TaO6,"60,339,479,795,116",10.1016/j.jlumin.2015.06.054,2015,val
SrMgEu0.1La0.9TaO6,"60,339,479,795,116",10.1016/j.jlumin.2015.06.054,2015,val
SrMgEu0.3La0.7TaO6,"60,339,479,795,116",10.1016/j.jlumin.2015.06.054,2015,val
SrMgEu0.5La0.5TaO6,"60,339,479,795,116",10.1016/j.jlumin.2015.06.054,2015,val
SrMgEu0.7La0.3TaO6,"60,339,479,795,116",10.1016/j.jlumin.2015.06.054,2015,val
SrMgEu0.9La0.1TaO6,"60,339,479,795,116",10.1016/j.jlumin.2015.06.054,2015,val
SrMgEuTaO6,"60,479,795,116",10.1016/j.jlumin.2015.06.054,2015,val
Yb0.1667Er0.0333Al0.4667O1,"152,498,182",10.1016/j.jlumin.2015.07.034,2015,val
SrCaSiO4,"425,490,795",10.1039/c5tc00339c,2015,val
BaErY3Si5O17,"65,220,490,43",10.1016/j.jlumin.2015.08.004,2015,val
BaSm4Si5O17,"65,490,130",10.1016/j.jlumin.2015.08.004,2015,val
BaHoY3Si5O17,"65,566,490,43",10.1016/j.jlumin.2015.08.004,2015,val
BaY4Si5O17,"65,490,43",10.1016/j.jlumin.2015.08.004,2015,val
BaSm0.6Y3.4Si5O17,"65,490,130,43",10.1016/j.jlumin.2015.08.004,2015,val
Li0.1Fe2.1Ni0.4Zn0.4O4,"564,358,661,457",10.1016/j.jmmm.2014.08.075,2015,val
Li0.1Fe2.075Ni0.4Zn0.4Al0.025O4,"282,564,358,661,457",10.1016/j.jmmm.2014.08.075,2015,val
Li0.1Fe2.05Ni0.4Zn0.4Al0.05O4,"282,564,358,661,457",10.1016/j.jmmm.2014.08.075,2015,val
Li0.1Fe2.025Ni0.4Zn0.4Al0.075O4,"282,564,358,661,457",10.1016/j.jmmm.2014.08.075,2015,val
MnFeP,"26,556,13",10.1016/j.jmmm.2014.08.088,2015,val
Ba4Fe36Cu2O60,"65,150,564",10.1016/j.jmmm.2014.09.055,2015,val
Dy6Co2.5Sn0.5,"493,72,541",10.1016/j.jmmm.2014.11.011,2015,val
Pt23Si11,"252,650",10.1016/j.jmmm.2014.11.070,2015,val
Fe1.6Ga0.4O3,"564,351",10.1016/j.jmmm.2014.12.020,2015,val
Gd2Ti0.25Fe16Ga0.75,"26,563,83,480",10.1016/j.jmmm.2014.12.079,2015,val
Gd2Ti0.5Fe16Ga0.5,"26,563,83,480",10.1016/j.jmmm.2014.12.079,2015,val
Gd2Ti0.75Fe16Ga0.25,"26,563,83,480",10.1016/j.jmmm.2014.12.079,2015,val
Gd2TiFe16,"26,83,480",10.1016/j.jmmm.2014.12.079,2015,val
Gd2Ti0.25Fe16.75,"26,83,480",10.1016/j.jmmm.2014.12.079,2015,val
Gd2Ti0.5Fe16.5,"26,83,480",10.1016/j.jmmm.2014.12.079,2015,val
Gd2Ti0.75Fe16.25,"26,83,480",10.1016/j.jmmm.2014.12.079,2015,val
UIn3,"390,221",10.1016/j.jmmm.2015.01.015,2015,val
URhIn5,"390,610,221",10.1016/j.jmmm.2015.01.015,2015,val
U2RhIn8,"390,610,221",10.1016/j.jmmm.2015.01.015,2015,val
Ca0.5Sm0.1La0.4MnO3,"425,339,489,130",10.1016/j.jmmm.2015.01.039,2015,val
