,precursor_ids,target,doi,year,type
1919,"['Fe2O3', 'MnO2', 'SiO2']",Mn3Fe2Si3O12,10.1016/j.jmmm.2018.09.025,2019,test
1920,"['P2O5', 'ZnO']",Zn40P2O45,10.1016/j.jnoncrysol.2018.05.013,2019,test
1921,"['Nd2O3', 'P2O5', 'ZnO']",Nd2ZnP2O9,10.1016/j.jnoncrysol.2018.05.013,2019,test
1922,"['CdO', 'PbO', 'SiO2']",Cd3Si8Pb9O28,10.1016/j.jnoncrysol.2018.09.019,2019,test
1923,"['Li2CO3', 'SiO2']",Li0.2989Si0.4253O1,10.1016/j.jnoncrysol.2018.10.023,2019,test
1924,"['Eu2O3', 'TeO2']",Eu2TeO5,10.1016/j.jnoncrysol.2018.10.030,2019,test
1925,"['B(HO)3', 'Bi2O3', 'Sm2O3']",Sm2BBi2H3O14.5,10.1016/j.jnoncrysol.2018.11.005,2019,test
1926,"['B(HO)3', 'Bi2O3', 'Sm2O3']",Sm2BBi2H3O19.5,10.1016/j.jnoncrysol.2018.11.005,2019,test
1927,"['Bi2O3', 'GeO2']",Ge4Bi2O11,10.1016/j.jnoncrysol.2018.11.011,2019,test
1928,"['B2O3', 'PbO2', 'ZnO']",ZnB8(Pb5O11)3,10.1016/j.jnoncrysol.2018.12.013,2019,test
1929,"['Al2O3', 'B2O3', 'CaF2']",Ca3Al4B10(O7F2)3,10.1016/j.jnoncrysol.2018.12.025,2019,test
1930,"['B(HO)3', 'BaCO3', 'Bi2O3']",BaBi26(B6O29)2,10.1016/j.jnoncrysol.2018.12.036,2019,test
1931,"['B2O3', 'Bi2O3']",Bi0.6452B0.0215O1,10.1016/j.jnoncrysol.2019.02.012,2019,test
1932,"['B2O3', 'TeO2']",B0.6Te0.7O2.3,10.1016/j.matchemphys.2019.121891,2019,test
1933,"['B2O3', 'Bi2O3', 'TeO2']",B0.57Bi0.1Te0.665O2.335,10.1016/j.jnoncrysol.2019.03.004,2019,test
1934,"['B2O3', 'Bi2O3', 'TeO2']",B0.54Bi0.2Te0.63O2.37,10.1016/j.jnoncrysol.2019.03.004,2019,test
1935,"['B2O3', 'Bi2O3', 'TeO2']",B0.51Bi0.3Te0.595O2.405,10.1016/j.jnoncrysol.2019.03.004,2019,test
1936,"['B2O3', 'Bi2O3', 'TeO2']",B0.48Bi0.4Te0.56O2.44,10.1016/j.jnoncrysol.2019.03.004,2019,test
1937,"['B2O3', 'Bi2O3', 'TeO2']",B0.45Bi0.5Te0.525O2.475,10.1016/j.jnoncrysol.2019.03.004,2019,test
1938,"['B2O3', 'Bi2O3', 'TeO2']",B0.42Bi0.6Te0.49O2.51,10.1016/j.jnoncrysol.2019.03.004,2019,test
1939,"['Bi2O3', 'Er2O3', 'Ga2O3', 'PbO']",Er0.0027Ga0.1928Bi0.2677Pb0.3052O1,10.1016/j.jnoncrysol.2019.04.003,2019,test
1940,"['Li2CO3', 'Nb2O5', 'SiO2']",Li0.2481Nb0.2481Si0.1278O1,10.1016/j.jnoncrysol.2019.04.027,2019,test
1941,"['B(HO)3', 'Bi2O3']",Bi4(B2O5)3,10.1016/j.jnoncrysol.2019.04.028,2019,test
1942,"['TeO2', 'Tm2O3']",Tm2TeO5,10.1016/j.jnoncrysol.2019.04.032,2019,test
1943,"['BaCO3', 'GeO2']",BaGe9O19,10.1016/j.jnoncrysol.2019.05.008,2019,test
1944,"['Al', 'Cu', 'Ni', 'Zr']",Zr60Ni15Cu10Al15,10.1016/j.jnoncrysol.2019.05.013,2019,test
1945,"['Bi2O3', 'Ga2O3', 'PbO']",Ga2PbBi2O7,10.1016/j.jnoncrysol.2019.05.014,2019,test
1946,"['BH2O3', 'Bi2O3', 'SiO2']",Si2Bi10B3(H3O14)2,10.1016/j.jnoncrysol.2019.119481,2019,test
1947,"['B', 'Cu', 'Fe', 'Nb', 'Si']",NbFeCuBSi,10.1016/j.jnoncrysol.2019.119546,2019,test
1948,"['Al2O3', 'La2O3', 'Nb2O5']",La4NbAl5O16,10.1016/j.jnoncrysol.2019.119558,2019,test
1949,"['Bi2O3', 'Nb2O5', 'TeO2']",Nb0.0833Bi0.0833Te0.3333O1,10.1016/j.jnoncrysol.2019.119565,2019,test
1950,"['Al2O3', 'La2O3']",La0.1867Al0.48O1,10.1016/j.jnoncrysol.2019.119599,2019,test
1951,"['MoO3', 'TeO2', 'ZnO']",MoZnTeO6,10.1016/j.jnoncrysol.2019.119648,2019,test
1952,"['Na2O', 'TeO2']",Na2Te4O9,10.1016/j.jnoncrysol.2019.119655,2019,test
1953,"['Li2CO3', 'SiH2O3', 'ZrO2']",Li6ZrSiO7,10.1016/j.jnucmat.2018.12.011,2019,test
1954,"['Cs2CO3', 'TiO2', 'ZnO']",Cs1.33Ti7.335Zn0.665O16,10.1016/j.jnucmat.2019.03.005,2019,test
1955,"['BaCO3', 'TiO2', 'ZnO']",BaTi7ZnO16,10.1016/j.jnucmat.2019.03.005,2019,test
1956,"['BaCO3', 'Cs2CO3', 'TiO2', 'ZnO']",Cs1.33BaTi6.335Zn1.665O16,10.1016/j.jnucmat.2019.03.005,2019,test
1957,"['Mo', 'Pd', 'Rh', 'Ru']",Mo0.231Ru0.558Rh0.088Pd0.123,10.1016/j.jnucmat.2019.151819,2019,test
1958,"['Fe', 'Ni', 'Sb', 'Ti']",Ti2FeNiSb2,10.1016/j.joule.2019.04.003,2019,test
1959,"['BaCO3', 'La2O3', 'Nb2O5', 'TiO2']",Ba4La2Ti4Nb6O30,10.1016/j.jpcs.2018.09.013,2019,test
1960,"['Fe2O3', 'SrO', 'SrSO4']",Sr4Fe2.5S0.5O9.25,10.1016/j.jpcs.2018.12.009,2019,test
1961,"['MnO2', 'Na2CO3', 'RuO2']",Na2Mn0.2Ru0.8O3,10.1016/j.jpowsour.2019.03.009,2019,test
1962,"['MnO2', 'Na2CO3', 'RuO2']",Na2Mn0.1Ru0.9O3,10.1016/j.jpowsour.2019.03.009,2019,test
1963,"['MnO2', 'Na2CO3', 'RuO2']",Na2Mn0.3Ru0.7O3,10.1016/j.jpowsour.2019.03.009,2019,test
1964,"['Na2CO3', 'RuO2']",Na2RuO3,10.1016/j.jpowsour.2019.03.009,2019,test
1965,"['Co(NO3)3', 'Mg(HO)2']",MgCo2O4,10.1016/j.jpowsour.2019.03.102,2019,test
1966,"['Sb', 'Sn', 'Zn']",ZnSnSb2,10.1016/j.jpowsour.2019.227165,2019,test
1967,"['B2O3', 'Ga2O3', 'Y2O3']",YGa3B4O12,10.1016/j.jssc.2018.09.010,2019,test
1968,"['B2O3', 'Dy2O3', 'Ga2O3', 'Y2O3']",Dy0.1Y0.9Ga3B4O12,10.1016/j.jssc.2018.09.010,2019,test
1969,"['CaCO3', 'Na2CO3', 'V2O5']",NaCa4V5O17,10.1016/j.jssc.2018.09.016,2019,test
1970,"['CuO', 'Er2O3', 'Fe2O3', 'GeO2']",ErFeCuGe4O12,10.1016/j.jssc.2018.09.018,2019,test
1971,"['Cu', 'Pr', 'Te']",PrCu0.45Te2,10.1016/j.jssc.2018.10.008,2019,test
1972,"['PbS', 'S']",PbS2,10.1016/j.jssc.2018.10.023,2019,test
1973,"['CaCO3', 'CeO2', 'Cr2O3', 'TiO2']",Ca2CeTiCr2O9,10.1016/j.jssc.2018.10.037,2019,test
1974,"['Fe2O3', 'Gd2O3', 'GeO2', 'ZnO']",GdFeZnGe4O12,10.1016/j.jssc.2018.11.022,2019,test
1975,"['CaCO3', 'Gd2O3', 'GeO2']",CaGd2Ge4O12,10.1016/j.jssc.2018.11.022,2019,test
1976,"['Ga2O3', 'GeO2', 'SrCO3']",Sr2Ga2GeO7,10.1111/jace.16432,2019,test
1977,"['CeO2', 'V2O3']",CeVO3,10.1016/j.jssc.2019.01.012,2019,test
1978,"['BaS', 'Cu', 'FeS', 'S', 'Sn']",Ba6FeCu2Sn4S16,10.1016/j.jssc.2019.01.024,2019,test
1979,"['CsNO3', 'MoO3', 'TeO3']",CsMoTeO6,10.1016/j.jssc.2019.01.026,2019,test
1980,"['MoO3', 'RbNO3', 'TeO3']",RbMo0.75Te1.25O6,10.1016/j.jssc.2019.01.026,2019,test
1981,"['AsH6NO4', 'Bi2O3', 'Na2CO3']",Na3BiAs2O8,10.1016/j.jssc.2019.01.034,2019,test
1982,"['B2O3', 'La(NO3)3', 'NiCO3']",LaNiB3O7,10.1016/j.jssc.2019.02.008,2019,test
1983,"['Au', 'Cd']",Au3Cd5,10.1016/j.jssc.2019.03.016,2019,test
1984,"['Au', 'Mg']",Mg5Au3,10.1016/j.jssc.2019.03.016,2019,test
1985,"['CdCO3', 'PbO', 'Te(HO)6']",CdPb2TeO6,10.1016/j.jssc.2019.04.015,2019,test
1986,"['CaCO3', 'H2Pb3(CO4)2', 'TeO2']",CaPb2TeO6,10.1016/j.jssc.2019.04.015,2019,test
1987,"['BaCO3', 'Si3N4', 'SiO2', 'Y2O3']",BaYSi2NO5,10.1016/j.jssc.2019.05.012,2019,test
1988,"['BaCO3', 'Si3N4', 'SiO2', 'SrCO3', 'Y2O3']",Ba0.9Sr0.1YSi2NO5,10.1016/j.jssc.2019.05.012,2019,test
1989,"['BaCO3', 'Si3N4', 'SiO2', 'SrCO3', 'Y2O3']",Ba0.75Sr0.25YSi2NO5,10.1016/j.jssc.2019.05.012,2019,test
1990,"['BaCO3', 'Si3N4', 'SiO2', 'SrCO3', 'Y2O3']",Ba0.67Sr0.33YSi2NO5,10.1016/j.jssc.2019.05.012,2019,test
1991,"['BaCO3', 'Si3N4', 'SiO2', 'SrCO3', 'Y2O3']",Ba0.5Sr0.5YSi2NO5,10.1016/j.jssc.2019.05.012,2019,test
1992,"['BaCO3', 'Si3N4', 'SiO2', 'SrCO3', 'Y2O3']",Ba0.25Sr0.75YSi2NO5,10.1016/j.jssc.2019.05.012,2019,test
1993,"['Si3N4', 'SiO2', 'SrCO3', 'Y2O3']",SrYSi2NO5,10.1016/j.jssc.2019.05.012,2019,test
1994,"['BaCO3', 'Ga2O3', 'SrCO3', 'SrF2']",Ba2SrGaO4F,10.1016/j.jssc.2019.05.024,2019,test
1995,"['MoO3', 'NaNO3', 'TeO2']",Na2MoTeO6,10.1016/j.jssc.2019.06.024,2019,test
1996,"['MoO3', 'NaNO3', 'TeO2']",Na1.5Mo0.5Te2O6.25,10.1016/j.jssc.2019.06.024,2019,test
1997,"['BaCO3', 'CaCO3', 'MoO3']",Ba2CaMoO6,10.1016/j.jssc.2019.06.037,2019,test
1998,"['CaCO3', 'Nb2O5', 'SnO2']",Ca3Nb2Sn3O14,10.1016/j.jssc.2019.120895,2019,test
1999,"['CaCO3', 'Nb2O5', 'SnO2', 'TiO2']",Ca3Ti1.5Nb2Sn1.5O14,10.1016/j.jssc.2019.120895,2019,test
2000,"['CaCO3', 'Nb2O5', 'TiO2']",Ca3Ti3Nb2O14,10.1016/j.jssc.2019.120895,2019,test
2001,"['CeH8(N4O9)2', 'Ga2O3', 'MnO', 'Sb2O3']",CeMn3GaSb3O14,10.1016/j.jssc.2019.120898,2019,test
2002,"['Cu', 'Se', 'Sn', 'W']",WCu6SnSe8,10.1016/j.jssc.2019.120918,2019,test
2003,"['Cu', 'S', 'Sn', 'W']",WCu6SnS8,10.1016/j.jssc.2019.120918,2019,test
2004,"['La2O3', 'NiO', 'Sb2O5']",La3Ni2SbO9,10.1016/j.jssc.2019.120920,2019,test
2005,"['Al', 'Fe', 'Sn']",Fe60Al35Sn5,10.1016/j.matchar.2019.01.001,2019,test
2006,"['Li2CO3', 'Sm2O3', 'TiO2']",LiSmTi2O6,10.1016/j.matchemphys.2018.10.040,2019,test
2007,"['Al2O3', 'B(HO)3', 'Na2CO3']",Na0.2397Al0.0413B0.5455O1,10.1016/j.matchemphys.2018.10.064,2019,test
2008,"['CuO', 'Sb2O3', 'TeO2']",Cu0.005Sb0.09Te0.95O2.04,10.1016/j.matchemphys.2018.11.059,2019,test
2009,"['CaCO3', 'CoCO3', 'SiO2']",CaCoSi2O6,10.1016/j.matchemphys.2018.12.027,2019,test
2010,"['CaO', 'Fe2O3', 'La2O3']",CaLa0.7Fe11.3O19,10.1016/j.matchemphys.2018.12.091,2019,test
2011,"['Nb', 'Te']",NbTe4,10.1016/j.matchemphys.2019.01.008,2019,test
2012,"['Nb', 'Te']",NbTe2,10.1016/j.matchemphys.2019.01.008,2019,test
2013,"['Bi2O3', 'Fe2O3', 'Nb2O5', 'Nd2O3']",Nd0.5Nb1.5Fe0.5Bi2.5O9,10.1016/j.matchemphys.2019.01.025,2019,test
2014,"['B2O3', 'BaCO3', 'Lu2O3']",Ba3Lu2B6O15,10.1016/j.matchemphys.2019.02.047,2019,test
2015,"['BaCO3', 'Bi2O3', 'PbO', 'V2O5']",BaVPbBiO6,10.1016/j.matchemphys.2019.04.051,2019,test
2016,"['Li2CO3', 'LiF', 'MgO', 'TiO2']",Li2Mg3TiO5.82F0.36,10.1016/j.matchemphys.2019.121805,2019,test
2017,"['Li2CO3', 'LiF', 'MgO', 'TiO2']",Li2Mg3TiO5.55F0.9,10.1016/j.matchemphys.2019.121805,2019,test
2018,"['Al(HO)3', 'B(HO)3', 'CdO', 'Eu2O3']",EuCd3Al3B4O15,10.1016/j.matchemphys.2019.121811,2019,test
2019,"['B2O3', 'SiO2', 'TeO2']",B0.54Si0.1Te0.63O2.27,10.1016/j.matchemphys.2019.121891,2019,test
2020,"['B2O3', 'SiO2', 'TeO2']",B0.42Si0.3Te0.49O2.21,10.1016/j.matchemphys.2019.121891,2019,test
2021,"['B2O3', 'SiO2', 'TeO2']",B0.36Si0.4Te0.42O2.18,10.1016/j.matchemphys.2019.121891,2019,test
2022,"['CaCO3', 'Fe2O3', 'Ga2O3', 'SrCO3']",SrCaFeGaO6,10.1016/j.matchemphys.2019.121924,2019,test
2023,"['CaCO3', 'Fe2O3', 'Ga2O3']",Ca2FeGaO6,10.1016/j.matchemphys.2019.121924,2019,test
2024,"['Cu', 'Ti', 'Y', 'Zr']",Y0.0002Zr0.5Ti0.1667Cu1,10.1016/j.matdes.2019.107660,2019,test
2025,"['B2O3', 'Na2CO3', 'SiO2', 'SrCO3']",Na0.1237Sr0.0412Si0.3402B0.1443O1,10.1016/j.materresbull.2018.10.042,2019,test
2026,"['CuO', 'Fe2O3', 'MnCO3', 'NiO', 'ZnO']",Mn0.05Fe1.95Ni0.35Cu0.15Zn0.5O4,10.1016/j.materresbull.2018.12.027,2019,test
2027,"['Mg5H2(C2O7)2', 'Na2CO3', 'SiO2']",Na2Mg4.975Si12O30,10.1016/j.materresbull.2019.110494,2019,test
2028,"['Mg5H2(C2O7)2', 'Na2CO3', 'SiO2']",Na2Mg4.95Si12O30,10.1016/j.materresbull.2019.110494,2019,test
2029,"['Mg5H2(C2O7)2', 'Na2CO3', 'SiO2']",Na2Mg4.85Si12O30,10.1016/j.materresbull.2019.110494,2019,test
2030,"['Mg5H2(C2O7)2', 'Na2CO3', 'SiO2']",Na2Mg4.75Si12O30,10.1016/j.materresbull.2019.110494,2019,test
2031,"['Mg5H2(C2O7)2', 'Na2CO3', 'SiO2']",Na2Mg4.65Si12O30,10.1016/j.materresbull.2019.110494,2019,test
2032,"['Mg5H2(C2O7)2', 'Na2CO3', 'SiO2']",Na2Mg4.55Si12O30,10.1016/j.materresbull.2019.110494,2019,test
2033,"['BaCO3', 'CaCO3', 'CuO', 'TiO2']",Ba0.7Ca0.3Ti0.98Cu0.02O2.98,10.1016/j.materresbull.2019.110501,2019,test
2034,"['BaCO3', 'CaCO3', 'Fe2O3', 'TiO2']",Ba0.693Ca0.297Ti0.98Fe0.02O2.98,10.1016/j.materresbull.2019.110501,2019,test
2035,"['BaCO3', 'CaCO3', 'MgO', 'TiO2']",Ba0.7Ca0.3Mg0.02Ti0.98O2.98,10.1016/j.materresbull.2019.110501,2019,test
2036,"['MgCl2', 'TlBr', 'TlCl']",MgTlCl3,10.1016/j.materresbull.2019.110589,2019,test
2037,"['Ag2O', 'Bi2O3', 'MnO2', 'Nb2O5']",NbMnAgBiO6,10.1016/j.matlet.2018.11.105,2019,test
2038,"['Cr', 'Ge', 'Si', 'Te']",CrGeSiTe3,10.1016/j.matlet.2019.03.017,2019,test
2039,"['Al2O3', 'La2O3', 'LiHO', 'Ta2O5', 'ZrO2']",Li6.54La3Zr1.6Ta0.4Al0.02O12,10.1016/j.matlet.2019.03.109,2019,test
2040,"['Fe2O3', 'Li2CO3', 'MoO2']",Li1.233Mo0.467Fe0.3O2,10.1016/j.matlet.2019.04.064,2019,test
2041,"['Hf', 'Ni', 'Sn', 'Ti']",Hf0.1Ti0.9NiSn,10.1016/j.matlet.2019.04.116,2019,test
2042,"['Al', 'Mg', 'Pr']",Mg86Pr3Al11,10.1016/j.matlet.2019.126548,2019,test
2043,"['Al', 'Co', 'Cr', 'Fe', 'Ni']",CrFeCoNiAl0.5,10.1016/j.msea.2018.10.035,2019,test
2044,"['Cu', 'Ni', 'Pd', 'Ti']",Ti50Pd25Ni15Cu10,10.1016/j.msea.2019.138148,2019,test
2045,"['Cu', 'Ni', 'Pd', 'Ti']",Ti50Pd25Ni20Cu5,10.1016/j.msea.2019.138148,2019,test
2046,"['Cu', 'Ni', 'Pd', 'Ti']",Ti50Pd25Ni10Cu15,10.1016/j.msea.2019.138148,2019,test
2047,"['Ni', 'Pd', 'Ti']",Ti50Pd25Ni25,10.1016/j.msea.2019.138148,2019,test
2048,"['CuSO4', 'H8S(NO2)2']",CuH8S2(NO4)2,10.1016/j.mseb.2019.01.016,2019,test
2049,"['H8S(NO2)2', 'NiSO4']",NiH8S2(NO4)2,10.1016/j.mseb.2019.01.016,2019,test
2050,"['CoSO4', 'H8S(NO2)2']",CoH8S2(NO4)2,10.1016/j.mseb.2019.01.016,2019,test
2051,"['Rh2O3', 'Y2O3']",YRhO3,10.1016/j.mseb.2019.05.007,2019,test
2052,"['Ga2O3', 'La2O3', 'MgO', 'SrCO3']",Sr0.1Mg0.383La0.692Ga0.737O3,10.1016/j.nanoen.2018.11.074,2019,test
2053,"['Ag', 'Mg', 'Sb']",MgAg0.9Sb0.95,10.1016/j.nanoen.2019.02.045,2019,test
2054,"['Na3PO4', 'PH6NO4', 'Sc2O3']",Na3Sc2P3O12,10.1016/j.optmat.2018.12.038,2019,test
2055,"['Al2O3', 'Na3PO4', 'PH6NO4', 'Sc2O3']",Na3ScAlP3O12,10.1016/j.optmat.2018.12.038,2019,test
2056,"['CaCO3', 'Li2CO3', 'MgO', 'SrCO3', 'VH4NO3']",LiSrCa2MgV3O12,10.1016/j.optmat.2019.01.012,2019,test
2057,"['Al2O3', 'B2O3', 'BaF2']",Ba3Al4B10(O7F2)3,10.1016/j.optmat.2019.01.035,2019,test
2058,"['Al2O3', 'CaCO3', 'MgO', 'SiO2']",Ca0.1447Mg0.125Al0.0921Si0.2961O1,10.1016/j.optmat.2019.01.051,2019,test
2059,"['B2O3', 'Gd2O3', 'GeO2']",Gd3Ge2B3O13,10.1016/j.optmat.2019.02.004,2019,test
2060,"['Al2O3', 'CeO2', 'Ga2O3', 'Gd2O3', 'Y2O3']",Gd2Ce0.006YGa3Al2O12,10.1016/j.optmat.2019.02.008,2019,test
2061,"['Gd2O3', 'MoO3', 'Na2CO3', 'Sm2O3', 'WO3']",NaGd0.99Sm0.01WMoO8,10.1016/j.optmat.2019.02.023,2019,test
2062,"['Gd2O3', 'MoO3', 'Na2CO3', 'Sm2O3', 'WO3']",NaGd0.98Sm0.02WMoO8,10.1016/j.optmat.2019.02.023,2019,test
2063,"['Gd2O3', 'MoO3', 'Na2CO3', 'Sm2O3', 'WO3']",NaGd0.97Sm0.03WMoO8,10.1016/j.optmat.2019.02.023,2019,test
2064,"['Gd2O3', 'MoO3', 'Na2CO3', 'Sm2O3', 'WO3']",NaGd0.96Sm0.04WMoO8,10.1016/j.optmat.2019.02.023,2019,test
2065,"['Gd2O3', 'MoO3', 'Na2CO3', 'Sm2O3', 'WO3']",NaGd0.95Sm0.05WMoO8,10.1016/j.optmat.2019.02.023,2019,test
2066,"['Gd2O3', 'MoO3', 'Na2CO3', 'Sm2O3', 'WO3']",NaGd0.94Sm0.06WMoO8,10.1016/j.optmat.2019.02.023,2019,test
2067,"['Bi2O3', 'Fe2O3', 'Ga2O3', 'Tm2O3']",Tm3Fe5Ga5Bi3O12,10.1016/j.optmat.2019.03.034,2019,test
2068,"['CaCO3', 'Si3N4', 'SiO2']",Ca2Si2N2O2,10.1016/j.optmat.2019.04.017,2019,test
2069,"['Eu2O3', 'Gd2O3', 'Li2CO3', 'Mo2O3']",Li0.0714Eu0.0286Gd0.1143Mo0.25O1,10.1016/j.optmat.2019.05.008,2019,test
2070,"['Eu2O3', 'Gd2O3', 'Li2CO3', 'Mo2O3']",Li0.0714Eu0.0571Gd0.0857Mo0.25O1,10.1016/j.optmat.2019.05.008,2019,test
2071,"['Eu2O3', 'Gd2O3', 'Li2CO3', 'Mo2O3']",Li0.0714Eu0.0857Gd0.0571Mo0.25O1,10.1016/j.optmat.2019.05.008,2019,test
2072,"['Eu2O3', 'Gd2O3', 'Li2CO3', 'Mo2O3']",Li0.0714Eu0.1143Gd0.0286Mo0.25O1,10.1016/j.optmat.2019.05.008,2019,test
2073,"['Eu2O3', 'Li2CO3', 'Mo2O3']",Li2Eu4(MoO4)7,10.1016/j.optmat.2019.05.008,2019,test
2074,"['Al2O3', 'CeO2', 'Y2O3']",Ce0.003Y2.997Al5O12,10.1016/j.jeurceramsoc.2017.03.044,2017,test
2075,"['Al2O3', 'CeO2', 'Gd2O3', 'Y2O3']",Gd0.3Ce0.003Y2.7Al5O12,10.1016/j.optmat.2019.05.037,2019,test
2076,"['Al2O3', 'CeO2', 'Gd2O3', 'Y2O3']",Gd0.6Ce0.003Y2.4Al5O12,10.1016/j.optmat.2019.05.037,2019,test
2077,"['Al2O3', 'CeO2', 'Gd2O3', 'Y2O3']",Gd0.9Ce0.003Y2.1Al5O12,10.1016/j.optmat.2019.05.037,2019,test
2078,"['Al2O3', 'CeO2', 'Gd2O3', 'Y2O3']",Gd1.2Ce0.003Y1.8Al5O12,10.1016/j.optmat.2019.05.037,2019,test
2079,"['Al2O3', 'CeO2', 'Gd2O3', 'Y2O3']",Gd1.35Ce0.003Y1.65Al5O12,10.1016/j.optmat.2019.05.037,2019,test
2080,"['Al2O3', 'CeO2', 'Gd2O3', 'Y2O3']",Gd1.5Ce0.003Y1.5Al5O12,10.1016/j.optmat.2019.05.037,2019,test
2081,"['GeO2', 'La2O3', 'MgO', 'Mn2O3']",MgLa2Mn0.01Ge0.99O6,10.1016/j.optmat.2019.05.043,2019,test
2082,"['Eu2O3', 'SiO2', 'Y2O3', 'ZnO']",Eu0.004Y3.996Zn4Si5O20,10.1016/j.optmat.2019.109236,2019,test
2083,"['Eu2O3', 'SiO2', 'ZnO']",Eu4Zn4Si5O20,10.1016/j.optmat.2019.109236,2019,test
2084,"['Al2O3', 'Lu2O3', 'Sc2O3', 'Tb4O7']",Lu0.05Tb3Sc1.95Al3O12,10.1016/j.optmat.2019.109272,2019,test
2085,"['CaCO3', 'Ta2O5', 'Y2O3']",Ca2YTaO6,10.1016/j.optmat.2019.109300,2019,test
2086,"['CaCO3', 'PH9(NO2)2', 'Y2O3']",Ca3YP3O12,10.1016/j.optmat.2019.109317,2019,test
2087,"['In2O3', 'Nb2O5', 'TiO2']",TiNbInO6,10.1016/j.optmat.2019.109403,2019,test
2088,"['Dy2O3', 'In2O3', 'Nb2O5', 'TiO2']",Dy0.01TiNbIn0.99O6,10.1016/j.optmat.2019.109403,2019,test
2089,"['Dy2O3', 'In2O3', 'Nb2O5', 'TiO2']",Dy0.02TiNbIn0.98O6,10.1016/j.optmat.2019.109403,2019,test
2090,"['Dy2O3', 'In2O3', 'Nb2O5', 'TiO2']",Dy0.03TiNbIn0.97O6,10.1016/j.optmat.2019.109403,2019,test
2091,"['Dy2O3', 'In2O3', 'Nb2O5', 'TiO2']",Dy0.04TiNbIn0.96O6,10.1016/j.optmat.2019.109403,2019,test
2092,"['Dy2O3', 'In2O3', 'Nb2O5', 'TiO2']",Dy0.05TiNbIn0.95O6,10.1016/j.optmat.2019.109403,2019,test
2093,"['Dy2O3', 'In2O3', 'Nb2O5', 'TiO2']",Dy0.06TiNbIn0.94O6,10.1016/j.optmat.2019.109403,2019,test
2094,"['Dy2O3', 'In2O3', 'Nb2O5', 'TiO2']",Dy0.07TiNbIn0.93O6,10.1016/j.optmat.2019.109403,2019,test
2095,"['Dy2O3', 'In2O3', 'Nb2O5', 'TiO2']",Dy0.08TiNbIn0.92O6,10.1016/j.optmat.2019.109403,2019,test
2096,"['In2O3', 'Nb2O5', 'TiO2']",TiNbIn0.99O6,10.1016/j.optmat.2019.109403,2019,test
2097,"['In2O3', 'Nb2O5', 'TiO2']",TiNbIn0.98O6,10.1016/j.optmat.2019.109403,2019,test
2098,"['In2O3', 'Nb2O5', 'TiO2']",TiNbIn0.96O6,10.1016/j.optmat.2019.109403,2019,test
2099,"['In2O3', 'Nb2O5', 'TiO2']",TiNbIn0.95O6,10.1016/j.optmat.2019.109403,2019,test
2100,"['In2O3', 'Nb2O5', 'TiO2']",TiNbIn0.94O6,10.1016/j.optmat.2019.109403,2019,test
2101,"['In2O3', 'Nb2O5', 'TiO2']",TiNbIn0.93O6,10.1016/j.optmat.2019.109403,2019,test
2102,"['Al2O3', 'Li2CO3', 'SiO2']",Li1.995Al2Si3O10,10.1016/j.optmat.2019.109499,2019,test
2103,"['Al2O3', 'Li2CO3', 'SiO2']",Li1.95Al2Si3O10,10.1016/j.optmat.2019.109499,2019,test
2104,"['BaO', 'Ga2O3', 'In2O3']",Ba2InGaO6,10.1016/j.solener.2019.01.033,2019,test
2105,"['B(HO)3', 'Rb2CO3', 'SiO2']",RbBSi2O6,10.1016/j.solidstatesciences.2018.11.017,2019,test
2106,"['B(HO)3', 'Cs2CO3', 'SiO2']",CsBSi2O6,10.1016/j.solidstatesciences.2018.11.017,2019,test
2107,"['CuO', 'IrO2', 'La2O3', 'SrO']",SrLaIrCuO6,10.1016/j.ssc.2018.11.021,2019,test
2108,"['Co3O4', 'Mn2O3']",Mn0.5Co0.5O2,10.1016/j.ssi.2018.12.024,2019,test
2109,"['Sc2O3', 'ZrO2']",Zr0.4151Sc0.1132O1,10.1016/j.ssi.2019.01.005,2019,test
2110,"['Al2O3', 'Li2CO3', 'P3H9(NO6)2', 'TiO2']",Li1.4Ti1.6Al0.4P3O12,10.1016/j.ssi.2019.01.007,2019,test
2111,"['RuO2', 'Tm2O3']",Tm2Ru2O7,10.1016/j.ssi.2019.01.010,2019,test
2112,"['Li2S', 'S', 'Sb2S3']",Li3SbS4,10.1016/j.ssi.2019.01.017,2019,test
2113,"['BaF2', 'LaF3']",Ba0.07La0.93F2.93,10.1016/j.ssi.2019.05.023,2019,test
2114,"['Al(HO)3', 'Li2CO3', 'PH3O4', 'TiO2']",Li1.5Ti1.5Al0.5P3O12,10.1016/j.ssi.2019.115054,2019,test
2115,"['Al', 'Co', 'Cr', 'Fe', 'Ni']",CrFeCoNi2Al,10.1016/j.surfcoat.2019.124950,2019,test
2116,"['Pt', 'Rh']",Rh20Pt,10.1016/j.vacuum.2018.12.012,2019,test
2117,"['Ag', 'Au', 'Cu', 'Pd', 'Si']",Pd2.3Au49Ag5.5Cu26.9Si16.3,10.1038/s41467-018-07930-3,2019,test
2118,"['Al2O3', 'AlN', 'Li3N', 'Sr3N2']",Li2SrAl2N2O2,10.1038/s41467-019-09632-w,2019,test
2119,"['Cr', 'Nb', 'Se']",NbCr0.001Se2,10.1038/s41598-018-36672-x,2019,test
2120,"['La2O3', 'TeO2', 'TiO2']",La2TiTe8O21,10.1063/1.5054190,2019,test
